2024-07-29 18:48:59.095 | INFO     | __main__:main:115 - model_type='gpt-3.5-turbo-1106'
2024-07-29 18:48:59.096 | INFO     | __main__:main:116 - random_seed=10
2024-07-29 18:48:59.096 | INFO     | __main__:main:117 - half_number=1
2024-07-29 18:48:59.096 | INFO     | __main__:main:194 - Start subcategory classification.
2024-07-29 18:49:00.204 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:01.167 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:02.003 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:02.878 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:03.694 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:04.290 | INFO     | __main__:annotate_subcategory:175 - subcategory:None
2024-07-29 18:49:05.187 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:06.047 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:06.565 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:07.282 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:08.174 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:09.028 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:09.837 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:10.395 | INFO     | __main__:annotate_subcategory:175 - subcategory:Related
2024-07-29 18:49:11.181 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:11.710 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:12.338 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:13.005 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:13.830 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:14.649 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:15.534 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:16.390 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:16.988 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:17.833 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:18.631 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:19.262 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:20.025 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:20.622 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:21.475 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:22.007 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:22.805 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:23.388 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:23.999 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:24.499 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:25.271 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:26.112 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:26.937 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:27.749 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:28.305 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:29.187 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:29.957 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:30.529 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:31.102 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:31.742 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:32.301 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:32.861 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:33.460 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:34.127 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:34.898 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
