2024-06-18 17:21:08.708 | INFO     | __main__:main:110 - model_type='gpt-3.5-turbo-1106'
2024-06-18 17:21:08.708 | INFO     | __main__:main:111 - random_seed=93
2024-06-18 17:21:08.708 | INFO     | __main__:main:112 - half_number=1
2024-06-18 17:21:08.708 | INFO     | __main__:main:189 - Start subcategory classification.
2024-06-18 17:21:09.649 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:10.585 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:11.275 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:12.049 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:12.668 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:13.617 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:14.561 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:15.370 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:16.130 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:16.658 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:17.895 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:18.663 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:19.506 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:20.405 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:20.913 | INFO     | __main__:annotate_subcategory:170 - subcategory:Related
2024-06-18 17:21:21.854 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:22.742 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:23.602 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:24.103 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:24.961 | INFO     | __main__:annotate_subcategory:170 - subcategory:Related
2024-06-18 17:21:25.868 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:26.486 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:27.241 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:28.192 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:28.996 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:29.959 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:30.609 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:31.427 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:32.117 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:32.644 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:33.301 | INFO     | __main__:annotate_subcategory:170 - subcategory:Unrelated
2024-06-18 17:21:33.936 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:34.472 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:35.007 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:35.958 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:36.679 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:37.180 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:37.747 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:38.683 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:39.210 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:39.993 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:40.914 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:41.643 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:42.216 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:42.790 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:43.607 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:44.160 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:44.925 | INFO     | __main__:annotate_subcategory:170 - subcategory:Irrelevant
2024-06-18 17:21:45.869 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:46.808 | INFO     | __main__:annotate_subcategory:170 - subcategory:Relevant
2024-06-18 17:21:46.819 | INFO     | __main__:main:196 - Done subcategory classification. Saved to /Users/heste/workspace/sn-script/database/202406181720_gpt-3.5-turbo-1106_subcategory_llm_annotation.csv
