2024-06-17 11:28:25.273 | INFO     | __main__:main:108 - model_type='gpt-3.5-turbo-1106'
2024-06-17 11:28:25.273 | INFO     | __main__:main:109 - random_seed=93
2024-06-17 11:28:25.273 | INFO     | __main__:main:110 - half_number=1
2024-06-17 11:28:25.273 | INFO     | __main__:main:187 - Start subcategory classification.
2024-06-17 11:28:26.313 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:27.120 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:27.942 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:28.801 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:29.577 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:30.397 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:31.319 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:32.136 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:32.892 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:33.670 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:34.491 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:35.208 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:36.028 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:36.639 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:37.763 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:38.691 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:39.502 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:40.190 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:41.143 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:41.959 | INFO     | __main__:annotate_subcategory:168 - subcategory:Related
2024-06-17 11:28:42.889 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:43.820 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:44.728 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:45.460 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:45.954 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:46.876 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:47.684 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:48.234 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:49.228 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:49.879 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:50.974 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:51.993 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:52.810 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:53.329 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:53.831 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:54.541 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:55.166 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:56.258 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:56.907 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:28:57.685 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:58.522 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:28:59.464 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:29:00.586 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:29:01.405 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:29:02.228 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:29:03.151 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:29:03.767 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:29:04.582 | INFO     | __main__:annotate_subcategory:168 - subcategory:Irrelevant
2024-06-17 11:29:05.415 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:29:06.223 | INFO     | __main__:annotate_subcategory:168 - subcategory:Relevant
2024-06-17 11:29:06.232 | INFO     | __main__:main:194 - Done subcategory classification. Saved to /Users/heste/workspace/sn-script/database/20240617_subcategory_llm_annotation.csv
