id,game,half,start,end,text
0,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,0.888,7.836, Chelsea won this fixture 1-0 at Stamford Bridge back in May to claim the Barclays Premier League title with three games remaining.
1,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,9.818,13.702,Jose Mourinho's team had arguably done their best work in the early part of the campaign.
2,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,14.903,19.729,A 14 game and beaten run which took them six points clear of the top by early December.
3,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,24.597,25.119, He's punching.
4,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,27.81,30.179,Zaha now to provide the width.
5,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,31.817,35.759," Put behind by Ivanovic, it is a first-minute corner for Crystal Palace."
6,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,36.46,39.701,He had a chat with Alan Pardew down in the media room before the game.
7,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,39.741,41.422,He said they were going to take the game to Chelsea.
8,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,41.462,42.243,"Hope they do, Tony."
9,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,42.323,45.985,It will prove to be a good Palace fear.
10,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,46.225,47.046,No-one at the moment.
11,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,47.926,51.108,"And Chelsea, well, they need to pick it up, obviously."
12,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,54.963,56.864, Conor Wickham poised on the edge of the penalty area.
13,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,57.944,58.564,Here's Saka.
14,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,61.605,62.525,Palace get another corner.
15,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,64.286,71.868,"Back there, Saka, who's arrived from Wolverhampton Wanderers, where he was top scorer in the Championship last season, his most productive season."
16,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,72.677,74.9, And he scored against Aston Villa last weekend.
17,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,78.264,82.689,"Kale with Delaney for company, almost on the toes of Curdwell, the Chelsea goalkeeper."
18,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,86.233,87.014,In by Punchan.
19,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,88.296,89.117,Now by Ivanovic.
20,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,91.749,97.009, coming back from an offside position
21,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,97.995,99.917," Just where you want as well, in the wayside zone."
22,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,99.957,104.12,"He just had it in the opposition's last third, right in the early stages of the game."
23,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,104.2,106.962,Too many teams just come to Chelsea and just sit back.
24,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,107.042,109.124,I've really been looking forward to this game all week.
25,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,109.144,112.627,I think really Palace can give Chelsea a game this afternoon.
26,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,112.727,115.71,And obviously I think Chelsea are going to progress as the season goes on.
27,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,115.73,117.231,"So, it's set up nicely."
28,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,120.812,124.954," She began the season with a 3-1 away win, a newly promoted Norwich."
29,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,124.974,131.316,Ivanic.
30,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,133.557,134.057,Now Macic.
31,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,139.465,139.906, How's that?
32,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,140.206,145.393,"And Hazard has got a problem here, just lost his footing then."
33,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,147.856,155.767,"Yeah, just a slight groin there, I think, because Khabib put him under a little bit of pressure, tried to nick the ball, just knocked him off balance as he was dribbling."
34,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,156.857,158.598," Just shaking himself off a little bit there, Hazard."
35,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,158.618,159.618,He just looked like he was strained.
36,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,159.638,159.718,Keha.
37,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,159.738,165.56,Matthew Lekwete.
38,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,165.58,169.981,He's seen off all comers in that left-back position for Chelsea.
39,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,172.902,173.162,Pedra.
40,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,176.192,179.295, Goal for him on his Chelsea debut last weekend.
41,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,179.335,181.396,Goal and an assist at West Brom.
42,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,185.019,186.801,"Just what they needed, Chelsea, to freshen it up."
43,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,186.841,192.405,"Someone with a little bit of pace that, aside from when he's got the ball, when he hasn't got it, he'll get after it straight away."
44,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,192.545,194.327,And that's a cue for the rest of the team.
45,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,196.636,197.077, Ivanovic.
46,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,197.457,201.442,Now Azad.
47,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,201.482,201.862,Willian.
48,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,203.625,204.185,Ivanovic.
49,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,204.345,206.208,Ivanovic looking for help.
50,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,206.508,207.509,Willian has provided it.
51,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,208.39,210.293,Eventually he's dispossessed by Kovac.
52,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,210.313,214.418,He's promptly given the ball to Matic.
53,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,219.18,225.611, Set free by Ivanovic Ivanovic again
54,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,227.833,242.604," Good play down that right-hand side from Chelsea, Pedro eventually had his shot... I told you we'd be busy, first goal of the afternoon has come at Anfield... But not for Liverpool, Manuel Lanzini at the back post, scruffy little opener, but West Ham don't care, what a start."
55,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,244.486,261.287, and then he fires over the top as well but nice and sharp in that last third how much more business will Chelsea do before the transfer window closes at the start of next week
56,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,263.462,276.287, linked repeatedly with John Stones the Everton defender talk of the bid going up from just over 20 million to close to 40 million Everton and their owner Bill Kenwright making it absolutely clear that they're going to hold on to it
57,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,279.977,298.845, further speculation yesterday that Chelsea might also make a move for the French international midfielder Paul Pogba of Juventus such as a revolving door in football Julian Draxler's move from Schalke of Germany to Juventus suggests that
58,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,299.773,306.238, There might be an opportunity for the Italians who reach the Champions League final to say goodbye to Pogba.
59,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,306.258,312.504,Black armbands today for all the Crystal Palace staff.
60,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,314.264,321.532," Mark of respect for Yannick Bellassi's father who died last weekend, but Bellassi is on the bench for Palace again today."
61,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,323.374,325.796,Both his parents used to watch all his games.
62,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,328.819,329.16,Saka.
63,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,332.059,333.48, I like the way Palace are lining up.
64,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,333.76,336.321,"Conor Wickham up front really, the furthest up front."
65,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,336.401,340.283,"He's the spearhead of the attack, but there's plenty of pace in and around him."
66,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,341.504,341.824,Sackett.
67,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,343.005,344.446,Now punching in the central area.
68,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,348.408,348.628,Ward.
69,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,349.994,351.895, You've been matched to the sled.
70,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,355.697,358.058,"Zaha, taking on Ivanovic."
71,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,362.02,362.741,Palace get the corner.
72,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,363.806,367.489," Well, he's been gut at the last couple of weeks, hasn't he, Ivanovic, in that right-back spot."
73,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,367.569,369.091,No doubt they'll target him today.
74,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,369.191,370.392,One-on-one situations.
