id,game,half,start,end,text
0,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,0.888,7.825, Chelsea won this fixture 1-0 at Stamford Bridge back in May to claim the Barclays Premier League title with three games remaining
1,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,9.775,13.683, Jose Mourinho's team had arguably done their best work in the early part of the campaign.
2,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,14.625,19.735,A 14 game and beaten run which took them six points clear of the top by early December.
3,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,19.735,20.196, he's punching
4,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,29.465,30.186, provide the width.
5,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,31.849,35.735,Put behind by Ivanovic it is a first minute corner for Crystal Palace.
6,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,36.857,43.747, chat with Alan Padre down in the media room before the game he said that we're going to take the game to Chelsea hope they do tony it will prove to be a good
7,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,45.27,47.035," Palace fear, no one at the moment."
8,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,47.918,51.107,"And Chelsea, well they need to pick it up obviously."
9,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,54.943,56.845, Connor Wickham poised on the edge of the penalty area.
10,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,57.946,58.567,Here's Saka.
11,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,61.61,62.491,Palace get another corner.
12,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,65.062,71.867, who's arrived from Wolverhampton Wanderers where he was top scorer in the championship last season his most productive season
13,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,72.657,74.861, And he scored against Aston Villa last weekend.
14,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,78.237,82.685," Kale with Delaney for company, almost on the toes of Curdwell, the Chelsea goalkeeper."
15,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,86.251,86.973,In by Punchin.
16,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,88.314,89.156, Now by Ivanovic.
17,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,91.44,95.708,Picked up by Suarez.
18,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,95.728,97.01,Coming back from an offside position.
19,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,97.995,99.916," Just where you want as well, the wayside zone."
20,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,99.937,104.14,"He just had it in the opposition's last third, right in the early stages of the game."
